city,location,time,weather,crime_type,cctv,police,traffic,speed,temp,rainfall,accidents,complaints,severity
Hyderabad,Mehdipatnam,Midnight,cloudy,Eve Teasing,5,2,8,59,40,218,0,9,8.54
Kolkata,Tollygunge,Night,foggy,Eve Teasing,7,2,9,50,16,99,4,6,7.53
Chennai,Mylapore,Afternoon,cloudy,Theft,8,2,5,35,33,102,3,2,3.91
Pune,Baner,Evening,foggy,Burglary,4,0,9,38,36,117,8,8,8.82
Kolkata,Tollygunge,Evening,foggy,Carjacking,5,0,9,78,44,242,1,7,8.9
Chennai,Tambaram,Afternoon,stormy,Robbery,5,4,7,72,17,118,6,7,7.45
Kolkata,Behala,Night,stormy,Chain Snatching,5,0,2,37,39,6,1,8,7.61
Kolkata,Howrah,Midnight,stormy,Pickpocketing,1,4,8,60,42,9,2,7,8.02
Delhi,Janakpuri,Afternoon,foggy,Pickpocketing,3,0,5,62,15,280,2,3,5.65
Mumbai,Chembur,Morning,foggy,Burglary,0,0,8,61,37,41,9,6,7.62
Pune,Shivajinagar,Night,cloudy,Eve Teasing,0,0,2,21,40,46,7,5,7.08
Kolkata,Gariahat,Evening,rainy,Assault,0,3,7,15,38,95,1,0,6.24
Pune,Kothrud,Afternoon,stormy,Robbery,6,2,5,75,23,245,0,4,5.86
Hyderabad,Abids,Evening,cloudy,Robbery,0,3,4,21,22,223,5,1,6.39
Kolkata,Barasat,Night,cloudy,Burglary,5,0,6,14,19,113,5,8,8.67
Bangalore,Hebbal,Evening,sunny,Carjacking,1,0,5,30,15,31,0,2,5.91
Mumbai,Bandra,Afternoon,stormy,Burglary,5,3,6,10,29,152,4,6,7.56
Bangalore,Marathahalli,Night,cloudy,Mobile Theft,5,4,9,20,31,216,8,1,6.34
Pune,Aundh,Morning,sunny,Assault,2,2,1,8,44,245,9,6,7.77
Pune,Baner,Afternoon,stormy,Vandalism,7,4,1,66,29,271,9,3,4.84
Mumbai,Goregaon,Midnight,foggy,Pickpocketing,3,2,6,68,22,260,4,5,8.4
Pune,Wakad,Afternoon,sunny,Burglary,6,1,2,60,37,6,6,8,6.23
Bangalore,Whitefield,Night,foggy,Robbery,3,2,8,79,35,204,5,7,9.85
Kolkata,Gariahat,Afternoon,rainy,Carjacking,0,4,7,27,40,263,9,8,8.56
Kolkata,Salt Lake,Morning,rainy,Pickpocketing,5,2,6,37,17,288,3,4,5.17
Delhi,Rohini,Morning,rainy,Fraud,4,1,4,35,23,201,1,4,4.44
Hyderabad,LB Nagar,Midnight,rainy,Cyber Crime,8,1,9,11,34,115,9,3,7.44
Pune,Koregaon Park,Evening,cloudy,Theft,8,0,7,9,28,211,4,8,7.2
Bangalore,Jayanagar,Night,rainy,Robbery,7,1,7,41,20,159,9,9,10.0
Pune,Kothrud,Night,cloudy,Fraud,6,3,5,5,41,128,8,7,7.23
Pune,Viman Nagar,Evening,cloudy,Carjacking,1,4,1,74,34,147,2,5,5.87
Chennai,T.Nagar,Morning,stormy,Robbery,7,3,2,49,39,77,2,9,5.79
Delhi,Janakpuri,Morning,cloudy,Burglary,2,3,8,51,18,261,6,5,6.02
Bangalore,Whitefield,Afternoon,cloudy,Robbery,5,4,5,72,44,51,9,5,6.55
Bangalore,Koramangala,Midnight,rainy,Cyber Crime,9,3,2,34,38,257,1,5,5.0
Pune,Aundh,Midnight,cloudy,Carjacking,6,3,5,64,41,220,7,6,7.46
Delhi,Janakpuri,Midnight,foggy,Robbery,5,3,8,28,26,38,6,5,8.99
Kolkata,Salt Lake,Afternoon,rainy,Assault,4,1,4,35,42,247,7,7,8.32
Bangalore,BTM Layout,Midnight,sunny,Eve Teasing,3,4,3,32,17,287,9,6,7.41
Kolkata,Howrah,Evening,rainy,Fraud,1,4,5,49,38,253,5,1,5.15
Delhi,Vasant Kunj,Afternoon,cloudy,Vandalism,8,4,7,8,41,115,4,9,6.71
Kolkata,Barasat,Evening,foggy,Eve Teasing,6,3,2,65,17,196,3,3,5.04
Mumbai,Borivali,Afternoon,rainy,Carjacking,6,1,1,43,44,213,7,6,7.56
Chennai,Chrompet,Midnight,foggy,Pickpocketing,3,4,5,28,41,91,1,1,5.24
Ahmedabad,Maninagar,Evening,sunny,Mobile Theft,4,2,7,75,35,31,5,3,5.05
Bangalore,Koramangala,Evening,sunny,Assault,5,4,8,50,31,92,9,1,5.63
Hyderabad,Banjara Hills,Evening,stormy,Mobile Theft,1,0,8,57,20,231,5,1,6.91
Chennai,Anna Nagar,Afternoon,stormy,Mobile Theft,3,2,9,52,29,130,4,6,6.95
Ahmedabad,Nikol,Night,rainy,Fraud,3,4,1,13,25,222,1,1,5.04
Kolkata,Park Street,Midnight,stormy,Carjacking,3,3,7,26,32,12,4,3,7.89
Bangalore,Hebbal,Evening,foggy,Fraud,6,4,8,6,42,20,2,6,5.88
Kolkata,Ultadanga,Night,stormy,Robbery,6,1,6,20,17,13,6,5,9.16
Mumbai,Malad,Midnight,foggy,Chain Snatching,6,1,4,9,41,106,6,3,7.55
Delhi,Karol Bagh,Midnight,stormy,Burglary,6,4,7,16,31,127,7,8,8.86
Bangalore,BTM Layout,Evening,stormy,Eve Teasing,1,3,3,56,25,31,9,4,6.1
Ahmedabad,Navrangpura,Evening,stormy,Robbery,4,3,2,30,20,168,8,1,7.41
Ahmedabad,Maninagar,Afternoon,cloudy,Theft,9,3,6,19,19,287,0,6,4.62
Mumbai,Thane,Night,cloudy,Pickpocketing,1,4,2,71,24,80,3,9,6.79
Mumbai,Malad,Night,stormy,Theft,4,4,6,77,16,181,5,1,6.49
Pune,Chinchwad,Evening,foggy,Theft,5,0,3,63,29,189,6,7,7.03
Bangalore,Indiranagar,Midnight,rainy,Assault,2,1,2,43,25,254,4,6,8.87
Kolkata,Gariahat,Evening,sunny,Vandalism,5,2,8,67,38,298,5,8,7.09
Hyderabad,Madhapur,Midnight,cloudy,Cyber Crime,4,2,4,29,39,165,0,5,7.06
Ahmedabad,Satellite,Midnight,stormy,Eve Teasing,3,1,4,45,28,255,4,6,9.28
Ahmedabad,Maninagar,Evening,sunny,Mobile Theft,9,0,7,32,28,197,1,9,7.02
Mumbai,Thane,Morning,cloudy,Chain Snatching,8,1,8,25,17,212,1,8,6.62
Chennai,Mylapore,Night,rainy,Robbery,7,0,9,65,42,44,0,6,8.72
Mumbai,Malad,Midnight,foggy,Cyber Crime,6,0,8,61,36,12,9,8,8.77
Hyderabad,Mehdipatnam,Midnight,stormy,Cyber Crime,0,3,4,15,36,51,8,7,8.45
Kolkata,New Town,Morning,rainy,Theft,8,1,2,23,30,264,3,4,4.4
Kolkata,Ultadanga,Afternoon,cloudy,Theft,8,2,5,79,28,42,3,6,4.88
Chennai,Velachery,Morning,stormy,Pickpocketing,5,4,7,5,24,6,8,6,6.52
Ahmedabad,Vastrapur,Morning,sunny,Chain Snatching,6,4,2,36,36,229,4,0,3.5
Mumbai,Malad,Midnight,foggy,Chain Snatching,2,1,4,38,22,43,3,3,7.41
Pune,Aundh,Night,cloudy,Chain Snatching,4,4,6,21,26,171,6,4,6.81
Kolkata,Salt Lake,Morning,foggy,Robbery,6,0,8,59,19,101,4,5,7.11
Hyderabad,Mehdipatnam,Afternoon,stormy,Eve Teasing,0,4,6,23,40,222,7,6,6.95
Bangalore,Koramangala,Evening,rainy,Eve Teasing,0,0,6,78,40,67,2,4,7.06
Delhi,Vasant Kunj,Morning,foggy,Robbery,4,0,6,46,27,121,7,1,5.69
Delhi,Vasant Kunj,Morning,sunny,Assault,8,2,4,63,38,76,5,4,5.39
Delhi,Pitampura,Afternoon,cloudy,Robbery,6,4,3,77,26,299,8,4,5.66
Pune,Shivajinagar,Night,sunny,Burglary,0,2,1,79,17,295,5,6,7.07
Ahmedabad,Ghatlodia,Morning,foggy,Carjacking,4,4,2,42,37,204,3,2,4.67
Mumbai,Dadar,Morning,rainy,Cyber Crime,7,0,2,35,31,170,1,0,3.66
Chennai,Tambaram,Night,rainy,Burglary,7,4,7,70,34,217,2,5,6.56
Pune,Wakad,Afternoon,sunny,Assault,1,2,6,73,19,192,6,6,7.55
Pune,Koregaon Park,Morning,stormy,Cyber Crime,6,3,8,54,37,152,9,9,7.06
Kolkata,Ultadanga,Night,stormy,Assault,9,2,9,34,44,40,4,7,8.68
Bangalore,Rajajinagar,Morning,rainy,Cyber Crime,4,3,5,39,20,22,6,6,5.37
Pune,Wakad,Evening,sunny,Robbery,8,1,3,63,27,185,6,6,7.12
Hyderabad,Secunderabad,Midnight,sunny,Robbery,2,2,4,21,20,215,5,6,8.64
Bangalore,Marathahalli,Evening,sunny,Mobile Theft,0,4,8,70,27,42,1,0,3.86
Hyderabad,Banjara Hills,Morning,foggy,Cyber Crime,3,3,3,25,29,112,4,8,4.85
Ahmedabad,Ghatlodia,Afternoon,stormy,Vandalism,6,4,2,56,16,230,9,8,5.72
Mumbai,Mulund,Midnight,stormy,Mobile Theft,0,3,7,69,25,109,5,6,7.91
Delhi,Karol Bagh,Evening,foggy,Mobile Theft,1,2,4,18,30,137,7,8,8.13
Pune,Chinchwad,Night,cloudy,Pickpocketing,4,2,8,20,32,104,0,3,5.62
Mumbai,Malad,Afternoon,foggy,Burglary,8,4,1,59,16,139,9,6,5.65
Ahmedabad,Chandkheda,Evening,sunny,Eve Teasing,0,2,8,13,24,254,6,1,6.25
Chennai,Anna Nagar,Night,foggy,Mobile Theft,3,4,5,12,27,74,4,5,7.13
Chennai,Guindy,Morning,sunny,Vandalism,2,0,2,77,42,232,6,1,5.21
Ahmedabad,Nikol,Night,rainy,Chain Snatching,4,3,1,38,22,211,2,9,7.21
Hyderabad,Banjara Hills,Evening,sunny,Fraud,4,4,6,37,21,57,3,2,3.67
Kolkata,Park Street,Evening,stormy,Eve Teasing,9,3,9,11,30,37,1,0,5.85
Kolkata,Park Street,Morning,foggy,Cyber Crime,1,0,9,25,31,261,5,6,7.2
Hyderabad,Madhapur,Night,sunny,Chain Snatching,4,3,9,9,23,211,4,1,7.67
Chennai,Velachery,Night,cloudy,Mobile Theft,8,4,4,75,41,137,0,2,4.67
Chennai,Guindy,Morning,rainy,Vandalism,4,2,6,16,41,281,0,0,3.63
Pune,Koregaon Park,Night,cloudy,Theft,9,3,6,63,22,57,7,2,5.98
Chennai,Mylapore,Morning,cloudy,Vandalism,1,3,5,62,43,272,7,3,5.29
Mumbai,Dadar,Afternoon,cloudy,Vandalism,6,0,2,41,39,52,5,6,5.01
Chennai,T.Nagar,Evening,rainy,Vandalism,5,1,7,49,34,205,8,5,6.97
Bangalore,Yeshwanthpur,Afternoon,rainy,Robbery,6,2,1,29,19,4,0,0,4.12
Pune,Chinchwad,Midnight,rainy,Burglary,7,4,6,31,41,106,9,3,6.72
Delhi,Vasant Kunj,Midnight,rainy,Vandalism,9,0,5,55,19,242,7,8,8.74
Chennai,Chrompet,Midnight,cloudy,Robbery,4,4,5,46,41,147,1,2,6.35
Hyderabad,Mehdipatnam,Morning,stormy,Cyber Crime,1,4,8,75,39,178,7,5,6.17
Delhi,Connaught Place,Night,stormy,Chain Snatching,6,3,9,46,38,173,2,1,7.07
Mumbai,Borivali,Afternoon,rainy,Pickpocketing,6,0,7,64,27,138,5,4,6.35
Hyderabad,Jubilee Hills,Afternoon,foggy,Burglary,7,0,8,76,30,174,6,8,8.19
Delhi,Connaught Place,Afternoon,sunny,Mobile Theft,6,2,2,62,40,252,2,1,3.67
Hyderabad,Secunderabad,Afternoon,foggy,Chain Snatching,9,1,2,76,36,249,1,2,5.28
Mumbai,Mulund,Midnight,foggy,Cyber Crime,6,4,8,26,41,135,0,1,5.48
Pune,Koregaon Park,Afternoon,foggy,Mobile Theft,8,2,6,62,40,21,4,1,4.42
Bangalore,Indiranagar,Night,stormy,Assault,7,2,8,15,25,37,0,5,6.89
Mumbai,Bandra,Midnight,sunny,Eve Teasing,1,4,9,10,29,26,0,5,7.28
Mumbai,Kurla,Afternoon,foggy,Mobile Theft,1,3,9,26,40,281,4,4,6.5
Hyderabad,Secunderabad,Morning,rainy,Mobile Theft,6,3,6,16,31,278,2,1,4.55
Pune,Hadapsar,Evening,stormy,Fraud,9,4,8,31,29,119,9,0,5.15
Ahmedabad,Isanpur,Evening,rainy,Assault,9,0,2,5,37,252,2,2,5.85
Kolkata,Behala,Evening,rainy,Carjacking,2,1,8,68,39,64,6,2,6.81
Chennai,Adyar,Midnight,foggy,Cyber Crime,0,3,3,78,26,73,2,8,7.48
Chennai,Chrompet,Afternoon,rainy,Pickpocketing,8,1,1,43,18,173,1,3,4.56
Bangalore,Hebbal,Midnight,sunny,Carjacking,2,2,7,64,18,259,2,8,8.68
Bangalore,Jayanagar,Night,rainy,Theft,0,2,1,74,35,284,3,0,5.62
Chennai,Adyar,Morning,foggy,Theft,5,4,1,58,30,72,8,2,3.81
Kolkata,Dum Dum,Morning,rainy,Vandalism,3,4,1,29,29,78,1,0,2.11
Chennai,Anna Nagar,Evening,stormy,Pickpocketing,0,4,4,24,22,43,5,5,5.47
Ahmedabad,Navrangpura,Evening,stormy,Chain Snatching,3,3,4,40,41,232,4,0,5.52
Kolkata,Howrah,Evening,stormy,Mobile Theft,7,1,6,27,35,2,5,1,4.92
Bangalore,Indiranagar,Afternoon,cloudy,Assault,6,2,3,5,34,78,4,8,7.55
Delhi,Connaught Place,Night,stormy,Pickpocketing,0,1,6,31,22,180,5,0,7.0
Hyderabad,Banjara Hills,Night,stormy,Assault,9,3,7,56,25,138,3,3,7.07
Ahmedabad,Satellite,Night,cloudy,Fraud,8,1,1,6,35,6,7,5,5.49
Ahmedabad,Naranpura,Night,stormy,Chain Snatching,5,1,6,25,38,212,8,1,8.14
Pune,Shivajinagar,Evening,foggy,Carjacking,1,4,1,13,31,0,9,0,6.61
Bangalore,Yeshwanthpur,Morning,stormy,Assault,2,1,7,52,17,183,6,3,7.62
Bangalore,HSR Layout,Evening,stormy,Fraud,6,1,5,43,21,250,0,2,5.2
Mumbai,Thane,Night,cloudy,Pickpocketing,2,1,4,46,26,214,4,6,7.13
Ahmedabad,Navrangpura,Evening,foggy,Fraud,2,0,1,75,15,76,6,6,6.47
Mumbai,Chembur,Night,rainy,Eve Teasing,4,2,9,49,25,42,4,9,8.0
Mumbai,Borivali,Midnight,sunny,Fraud,2,2,7,6,19,156,4,6,7.5
Hyderabad,Banjara Hills,Morning,foggy,Fraud,2,1,2,71,20,17,4,8,5.36
Mumbai,Mulund,Midnight,rainy,Vandalism,4,4,4,47,28,219,4,8,7.19
Kolkata,New Town,Afternoon,foggy,Theft,4,4,4,22,42,72,4,3,4.85
Chennai,Guindy,Evening,rainy,Carjacking,8,4,8,43,43,189,0,8,7.91
Delhi,Pitampura,Afternoon,rainy,Eve Teasing,0,2,2,10,31,261,5,6,7.47
Bangalore,BTM Layout,Evening,foggy,Cyber Crime,0,3,5,46,37,143,5,5,5.27
Kolkata,Salt Lake,Midnight,cloudy,Eve Teasing,8,1,8,56,39,128,7,8,9.2
Delhi,Rohini,Night,foggy,Theft,4,2,6,31,39,277,4,3,7.71
Ahmedabad,Vastrapur,Night,foggy,Burglary,3,4,4,19,17,189,1,0,6.78
Ahmedabad,Ghatlodia,Evening,rainy,Assault,1,2,5,23,18,150,6,5,7.24
Ahmedabad,Isanpur,Night,sunny,Fraud,8,2,2,66,44,94,0,0,3.3
Kolkata,Ultadanga,Midnight,rainy,Pickpocketing,5,2,5,68,15,37,4,9,7.05
Kolkata,Dum Dum,Night,stormy,Fraud,8,4,3,55,43,155,4,8,7.04
Bangalore,HSR Layout,Midnight,foggy,Pickpocketing,4,3,3,51,18,299,2,4,6.5
Chennai,Guindy,Afternoon,foggy,Fraud,3,0,7,61,28,41,1,1,4.57
Pune,Kothrud,Midnight,cloudy,Eve Teasing,6,1,3,24,35,125,3,7,6.79
Mumbai,Thane,Morning,rainy,Burglary,4,1,4,24,21,76,6,9,7.16
Ahmedabad,Ghatlodia,Morning,cloudy,Theft,7,2,7,68,35,95,9,5,5.41
Hyderabad,Jubilee Hills,Morning,foggy,Chain Snatching,7,3,3,42,38,262,2,2,4.65
Chennai,Mylapore,Evening,rainy,Robbery,1,4,2,42,21,224,5,1,6.77
Hyderabad,Madhapur,Evening,rainy,Carjacking,4,0,7,69,15,110,6,9,9.09
Bangalore,BTM Layout,Evening,stormy,Chain Snatching,9,0,5,9,42,237,1,3,6.92
Bangalore,Koramangala,Midnight,stormy,Carjacking,7,2,1,68,16,204,2,0,6.47
Bangalore,Yeshwanthpur,Evening,sunny,Assault,2,2,8,31,37,287,8,0,6.54
Delhi,Nehru Place,Afternoon,stormy,Theft,6,4,3,24,17,262,0,4,4.63
Hyderabad,Banjara Hills,Morning,rainy,Pickpocketing,2,4,7,64,32,75,7,9,6.56
Chennai,Tambaram,Midnight,stormy,Chain Snatching,5,4,6,44,25,142,0,8,8.07
Pune,Baner,Morning,sunny,Mobile Theft,1,2,6,10,26,84,2,4,5.31
Chennai,Guindy,Evening,foggy,Mobile Theft,5,3,8,77,28,251,5,5,6.55
Kolkata,Salt Lake,Midnight,stormy,Chain Snatching,5,2,4,40,23,231,7,9,9.94
Kolkata,Dum Dum,Night,rainy,Carjacking,7,2,4,78,42,294,6,8,8.04
Ahmedabad,Satellite,Afternoon,foggy,Chain Snatching,4,0,3,69,24,129,2,2,5.42
Pune,Wakad,Evening,rainy,Pickpocketing,0,4,1,15,27,284,5,3,5.22
Kolkata,Tollygunge,Evening,foggy,Theft,7,1,3,53,38,28,0,1,4.71
Bangalore,Marathahalli,Afternoon,rainy,Assault,8,4,1,32,38,227,7,3,5.94
Chennai,Anna Nagar,Afternoon,stormy,Robbery,0,3,6,26,17,293,8,7,8.22
Hyderabad,Madhapur,Night,stormy,Theft,4,3,8,51,41,6,8,1,6.41
Bangalore,Jayanagar,Evening,sunny,Vandalism,5,4,3,70,40,29,3,3,3.07
Delhi,Connaught Place,Evening,foggy,Assault,3,4,4,29,23,214,3,7,7.81
Kolkata,Salt Lake,Morning,sunny,Chain Snatching,1,2,5,71,38,114,6,6,6.25
Bangalore,Whitefield,Midnight,cloudy,Pickpocketing,4,1,7,36,42,214,6,8,9.03
Bangalore,Hebbal,Midnight,stormy,Burglary,3,2,6,21,16,163,5,1,6.68
Delhi,Pitampura,Morning,foggy,Chain Snatching,6,0,2,44,37,169,6,3,5.44
Mumbai,Thane,Midnight,sunny,Eve Teasing,5,0,7,34,22,220,0,8,8.64
Chennai,Adyar,Afternoon,sunny,Eve Teasing,2,3,8,63,42,259,8,5,7.62
Hyderabad,Dilsukhnagar,Midnight,cloudy,Mobile Theft,8,3,1,32,21,211,5,8,6.61
Ahmedabad,Bopal,Midnight,sunny,Burglary,3,1,6,51,23,260,7,8,9.35
Mumbai,Thane,Morning,rainy,Robbery,4,3,9,27,27,129,4,6,7.34
Kolkata,New Town,Night,stormy,Eve Teasing,2,0,7,61,21,104,6,6,9.29
Bangalore,Marathahalli,Midnight,sunny,Robbery,7,1,5,5,42,53,2,7,7.92
Pune,Koregaon Park,Midnight,sunny,Assault,6,0,9,33,21,107,9,1,8.0
Delhi,Lajpat Nagar,Night,cloudy,Burglary,6,4,2,54,15,288,0,9,6.24
Delhi,Janakpuri,Morning,rainy,Robbery,7,4,7,68,16,254,6,6,7.15
Pune,Wakad,Night,sunny,Vandalism,6,1,9,79,44,277,4,5,6.6
Chennai,Velachery,Morning,stormy,Robbery,2,2,2,41,35,46,0,6,6.2
Mumbai,Mulund,Afternoon,stormy,Cyber Crime,2,3,6,65,43,133,8,5,6.26
Ahmedabad,Naranpura,Morning,sunny,Fraud,1,1,9,11,43,23,8,2,5.59
Chennai,Anna Nagar,Afternoon,rainy,Mobile Theft,0,3,3,68,41,116,5,4,5.75
Pune,Pimpri,Afternoon,stormy,Mobile Theft,4,0,8,22,44,238,8,2,7.05
Bangalore,Whitefield,Morning,stormy,Assault,3,2,5,33,31,40,6,5,6.94
Pune,Viman Nagar,Evening,rainy,Vandalism,1,3,7,64,42,249,7,2,6.01
Chennai,Velachery,Morning,rainy,Burglary,0,4,3,58,24,88,1,1,4.04
Hyderabad,Banjara Hills,Midnight,sunny,Carjacking,2,4,8,76,29,91,1,3,6.61
Delhi,Vasant Kunj,Midnight,foggy,Chain Snatching,5,0,2,25,30,80,3,8,7.93
Delhi,Saket,Evening,cloudy,Pickpocketing,1,1,8,25,37,129,0,0,4.6
Kolkata,Barasat,Afternoon,foggy,Eve Teasing,9,3,2,62,35,90,7,7,6.73
Kolkata,Salt Lake,Evening,foggy,Fraud,6,0,7,53,27,99,4,4,5.9
Pune,Baner,Midnight,stormy,Fraud,6,4,2,40,35,77,6,1,4.89
Ahmedabad,Chandkheda,Evening,rainy,Carjacking,2,4,7,21,22,42,1,8,6.86
Bangalore,Indiranagar,Morning,stormy,Cyber Crime,0,4,1,57,23,122,4,1,3.74
Hyderabad,Jubilee Hills,Evening,cloudy,Chain Snatching,8,2,6,19,40,287,8,2,6.04
Mumbai,Kurla,Afternoon,sunny,Chain Snatching,4,2,7,44,15,22,8,0,5.26
Chennai,Velachery,Morning,cloudy,Mobile Theft,1,4,4,55,40,143,1,0,3.47
Ahmedabad,Maninagar,Night,stormy,Eve Teasing,7,1,1,69,18,257,1,1,6.02
Bangalore,HSR Layout,Midnight,stormy,Mobile Theft,9,2,6,17,41,6,4,1,6.06
Kolkata,Gariahat,Midnight,stormy,Robbery,9,3,4,42,32,276,2,5,7.99
Pune,Kothrud,Evening,stormy,Mobile Theft,3,2,3,78,44,185,0,7,7.12
Chennai,Adyar,Morning,foggy,Burglary,9,3,4,30,39,94,0,3,4.19
Kolkata,New Town,Night,sunny,Chain Snatching,6,2,6,19,39,24,4,2,6.2
Pune,Pimpri,Morning,foggy,Chain Snatching,4,4,5,9,15,290,2,1,5.4
Chennai,Tambaram,Midnight,stormy,Pickpocketing,2,3,2,6,17,226,8,0,6.96
Mumbai,Bandra,Morning,rainy,Vandalism,9,1,2,69,24,172,2,7,4.94
Bangalore,Whitefield,Night,foggy,Vandalism,7,2,3,64,38,134,2,6,6.06
Chennai,Guindy,Evening,stormy,Pickpocketing,1,2,6,60,16,287,2,1,5.81
Hyderabad,Madhapur,Afternoon,stormy,Theft,0,4,1,42,32,68,0,6,4.77
Ahmedabad,Satellite,Morning,sunny,Burglary,4,3,7,61,16,280,2,5,5.82
Delhi,Karol Bagh,Afternoon,cloudy,Chain Snatching,3,4,8,55,27,230,4,7,6.73
Hyderabad,Dilsukhnagar,Midnight,foggy,Eve Teasing,9,3,7,45,35,257,7,5,8.4
Hyderabad,Mehdipatnam,Evening,foggy,Cyber Crime,6,2,3,74,44,172,6,3,5.41
Ahmedabad,Bopal,Evening,foggy,Burglary,8,2,6,56,23,31,3,7,6.6
Delhi,Dwarka,Morning,stormy,Carjacking,5,2,4,5,37,199,3,0,6.09
Hyderabad,Jubilee Hills,Evening,sunny,Fraud,0,2,5,22,43,79,3,9,6.57
Chennai,Nungambakkam,Morning,stormy,Cyber Crime,7,0,3,31,37,74,7,0,4.03
Chennai,Velachery,Morning,stormy,Chain Snatching,1,2,5,76,16,263,7,3,6.5
Chennai,Nungambakkam,Afternoon,rainy,Theft,3,2,6,46,16,84,1,0,3.81
Delhi,Rohini,Evening,sunny,Eve Teasing,2,3,8,10,19,216,6,4,7.1
Hyderabad,LB Nagar,Morning,foggy,Cyber Crime,5,2,6,28,42,120,4,8,5.63
Pune,Shivajinagar,Afternoon,cloudy,Burglary,1,2,9,49,28,19,1,8,8.17
Delhi,Karol Bagh,Night,foggy,Assault,4,3,4,75,37,148,2,8,7.83
Chennai,Porur,Afternoon,stormy,Fraud,8,2,2,11,37,6,6,5,5.08
Ahmedabad,Bopal,Afternoon,sunny,Chain Snatching,2,2,9,20,39,85,5,0,5.6
Hyderabad,Dilsukhnagar,Morning,sunny,Cyber Crime,1,4,3,62,17,146,5,9,5.43
Hyderabad,Secunderabad,Midnight,sunny,Burglary,1,0,7,61,28,186,6,4,8.31
Kolkata,New Town,Midnight,rainy,Burglary,8,3,4,46,15,192,5,9,8.54
Kolkata,Barasat,Midnight,foggy,Cyber Crime,5,4,1,18,23,281,1,1,5.01
Mumbai,Dadar,Afternoon,rainy,Eve Teasing,1,1,8,60,30,187,7,0,6.55
Pune,Shivajinagar,Morning,cloudy,Fraud,2,1,4,16,31,17,6,4,5.11
Pune,Pimpri,Evening,stormy,Vandalism,0,0,6,19,22,148,5,4,6.27
Bangalore,Hebbal,Afternoon,rainy,Vandalism,1,1,7,12,44,45,4,0,5.55
Pune,Baner,Afternoon,rainy,Assault,1,0,8,62,29,11,5,6,8.28
Kolkata,Gariahat,Morning,stormy,Robbery,1,1,2,57,44,229,2,2,5.95
Delhi,Rohini,Night,sunny,Pickpocketing,6,1,9,13,35,112,1,5,7.02
Pune,Kothrud,Afternoon,stormy,Chain Snatching,2,4,3,50,22,159,8,1,6.16
Kolkata,Behala,Night,foggy,Eve Teasing,3,1,1,11,21,226,0,8,8.43
Mumbai,Mulund,Night,stormy,Chain Snatching,1,0,2,48,23,182,1,1,6.15
Hyderabad,LB Nagar,Midnight,sunny,Mobile Theft,4,2,8,18,16,54,9,1,7.27
Pune,Wakad,Morning,stormy,Eve Teasing,8,2,6,79,39,265,9,0,5.14
Mumbai,Andheri,Night,rainy,Vandalism,8,2,1,10,24,34,0,0,3.46
Hyderabad,Dilsukhnagar,Morning,cloudy,Mobile Theft,6,0,9,39,19,79,7,3,5.23
Ahmedabad,Maninagar,Midnight,rainy,Eve Teasing,7,0,7,74,30,5,3,6,7.82
Ahmedabad,Ghatlodia,Morning,cloudy,Fraud,4,2,3,65,35,126,5,3,3.69
Hyderabad,Madhapur,Afternoon,stormy,Robbery,4,1,7,28,15,67,4,4,7.7
Pune,Kothrud,Night,foggy,Assault,2,2,6,77,20,189,7,5,8.58
Bangalore,BTM Layout,Morning,stormy,Theft,5,3,3,6,24,243,9,4,6.52
Kolkata,Behala,Evening,sunny,Vandalism,0,0,8,55,24,8,6,4,6.25
Delhi,Janakpuri,Morning,stormy,Theft,2,3,1,35,40,156,0,3,4.44
Delhi,Vasant Kunj,Night,cloudy,Cyber Crime,1,3,5,31,40,70,7,8,6.98
Chennai,Velachery,Midnight,rainy,Mobile Theft,6,0,8,35,33,133,3,4,6.84
Hyderabad,Kukatpally,Midnight,foggy,Theft,8,2,3,74,27,299,6,8,7.54
Delhi,Vasant Kunj,Night,stormy,Mobile Theft,3,4,6,47,40,248,2,3,5.87
Pune,Chinchwad,Afternoon,stormy,Mobile Theft,6,3,2,56,33,43,1,8,4.66
Bangalore,Jayanagar,Afternoon,rainy,Carjacking,7,2,9,18,17,115,0,4,6.38
Hyderabad,Kukatpally,Midnight,foggy,Robbery,9,4,2,63,27,227,9,7,9.08
Bangalore,Hebbal,Midnight,stormy,Pickpocketing,1,3,5,24,18,56,4,0,5.48
Pune,Aundh,Night,stormy,Burglary,6,2,3,56,39,243,2,3,6.81
Delhi,Dwarka,Afternoon,cloudy,Fraud,2,3,9,79,43,56,2,3,4.88
Delhi,Dwarka,Midnight,cloudy,Eve Teasing,7,2,9,44,22,142,7,1,7.26
Chennai,Chrompet,Afternoon,sunny,Chain Snatching,5,1,7,72,26,191,0,2,5.44
Delhi,Rohini,Midnight,rainy,Pickpocketing,2,1,5,48,36,6,1,7,7.06
Hyderabad,Dilsukhnagar,Morning,foggy,Chain Snatching,7,0,9,10,38,274,0,7,6.92
Pune,Viman Nagar,Evening,stormy,Assault,2,4,7,61,38,133,6,0,5.6
Ahmedabad,Chandkheda,Morning,stormy,Assault,8,3,2,62,31,38,3,1,4.11
Pune,Chinchwad,Midnight,sunny,Fraud,2,3,1,76,39,192,2,3,6.3
Hyderabad,Kukatpally,Evening,stormy,Eve Teasing,0,2,4,34,15,24,2,5,6.36
